BGP_ID,Band,Lib Plate Name,Plate Well Position,Final Lib Name,Contact,CollectionDate,Country_code,State,CityTown,Lat,Long,Stage,,,
24N02539,282088810,BANS WGLC Plate B,C6,BANS 001 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/29/22,Canada,Nova Scotia,Meteghan,44.19388,-66.15649,Breeding,,,
24N02540,282088811,BANS WGLC Plate B,C7,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/30/22,Canada,Nova Scotia,Wolfville,45.110426,-64.246125,Breeding,,,
24N02541,282088812,BANS WGLC Plate B,C8,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/30/22,Canada,Nova Scotia,Wolfville,45.110426,-64.246125,Breeding,,,
24N02542,282088813,BANS WGLC Plate B,C9,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/30/22,Canada,Nova Scotia,Wolfville,45.110426,-64.246125,Breeding,,,
24N02614,284095253,BANS WGLC Plate B,C10,NOT INCLUDED,"Gregory Mitchell, Ana Diazbohorquez",6/6/22,Canada,Ontario,Port Bruce,42.661819,-80.9755,Breeding,,,
24N02615,284095254,BANS WGLC Plate B,C11,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/6/22,Canada,Ontario,Port Bruce,42.661819,-80.9755,Breeding,,,
24N02616,284095257,BANS WGLC Plate B,C12,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/8/22,Canada,Ontario,Port Bruce,42.661819,-80.9755,Breeding,,,
24N02617,284095259,BANS WGLC Plate B,D1,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/8/22,Canada,Ontario,Port Bruce,42.661819,-80.9755,Breeding,,,
24N02618,284095261,BANS WGLC Plate B,D2,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/8/22,Canada,Ontario,Port Bruce,42.661819,-80.9755,Breeding,,,
24N02619,284095262,BANS WGLC Plate B,D3,NOT INCLUDED,"Gregory Mitchell, Ana Diazbohorquez",6/8/22,Canada,Ontario,Port Bruce,42.661819,-80.9755,Breeding,,,
24N02620,284095263,BANS WGLC Plate B,D4,BANS 001 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/8/22,Canada,Ontario,Port Bruce,42.661819,-80.9755,Breeding,,,
24N02621,284095264,BANS WGLC Plate B,D5,BANS 001 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/8/22,Canada,Ontario,Port Bruce,42.661819,-80.9755,Breeding,,,
24N02622,284095265,BANS WGLC Plate B,D6,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/8/22,Canada,Ontario,Port Bruce,42.661819,-80.9755,Breeding,,,
24N02623,284095266,BANS WGLC Plate B,D7,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/8/22,Canada,Ontario,Port Bruce,42.661819,-80.9755,Breeding,,,
24N02624,284095267,BANS WGLC Plate B,D8,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/8/22,Canada,Ontario,Port Bruce,42.661819,-80.9755,Breeding,,,
24N02625,284095268,BANS WGLC Plate B,D9,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/8/22,Canada,Ontario,Port Bruce,42.661819,-80.9755,Breeding,,,
24N02682,292000703,BANS WGLC Plate B,D10,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/25/23,Canada,"British Columbia, Shuswap Band Lands",,50.5585,-116.0606,Breeding,,,
24N02683,292000709,BANS WGLC Plate B,D11,BANS 001 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/25/23,Canada,"British Columbia, Shuswap Band Lands",,50.5585,-116.0606,Breeding,,,
24N02684,292000714,BANS WGLC Plate B,D12,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/25/23,Canada,"British Columbia, Shuswap Band Lands",,50.5585,-116.0606,Breeding,,,
24N02685,292000715,BANS WGLC Plate B,E1,BANS 001 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/25/23,Canada,"British Columbia, Shuswap Band Lands",,50.5585,-116.0606,Breeding,,,
24N02686,292000716,BANS WGLC Plate B,E2,BANS 001 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/25/23,Canada,"British Columbia, Shuswap Band Lands",,50.5585,-116.0606,Breeding,,,
24N02687,292000717,BANS WGLC Plate B,E3,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/25/23,Canada,"British Columbia, Shuswap Band Lands",,50.5585,-116.0606,Breeding,,,
24N02688,292000725,BANS WGLC Plate B,E4,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/26/23,Canada,"British Columbia, Shuswap Band Lands",,50.5359,-116.0363,Breeding,,,
24N02689,292000726,BANS WGLC Plate B,E5,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/26/23,Canada,"British Columbia, Shuswap Band Lands",,50.5359,-116.0363,Breeding,,,
24N02690,292000727,BANS WGLC Plate B,E6,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/26/23,Canada,"British Columbia, Shuswap Band Lands",,50.5359,-116.0363,Breeding,,,
24N02691,292000728,BANS WGLC Plate B,E7,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/26/23,Canada,"British Columbia, Shuswap Band Lands",,50.5359,-116.0363,Breeding,,,
24N02692,292000729,BANS WGLC Plate B,E8,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/26/23,Canada,"British Columbia, Shuswap Band Lands",,50.5359,-116.0363,Breeding,,,
24N02693,292000732,BANS WGLC Plate B,E9,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/26/23,Canada,"British Columbia, Shuswap Band Lands",,50.5359,-116.0363,Breeding,,,
24N02793,298002083,BANS WGLC Plate B,E10,NOT INCLUDED,"Gregory Mitchell, Ana Diazbohorquez",7/4/22,Canada,Quebec,D'Aiguillon,48.8249,-64.3158,Breeding,,,
24N02794,298002084,BANS WGLC Plate B,E11,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",7/5/22,Canada,Quebec,D'Aiguillon,48.8249,-64.3158,Breeding,,,
24N02795,298002085,BANS WGLC Plate B,E12,BANS 001 WGLC,"Gregory Mitchell, Ana Diazbohorquez",7/5/22,Canada,Quebec,D'Aiguillon,48.8249,-64.3158,Breeding,,,
24N02796,298002086,BANS WGLC Plate B,F1,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",7/6/22,Canada,Quebec,D'Aiguillon,48.8249,-64.3158,Breeding,,,
24N02797,298002087,BANS WGLC Plate B,F2,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",7/6/22,Canada,Quebec,D'Aiguillon,48.8249,-64.3158,Breeding,,,
24N02798,298002088,BANS WGLC Plate B,F3,NOT INCLUDED,"Gregory Mitchell, Ana Diazbohorquez",7/6/22,Canada,Quebec,D'Aiguillon,48.8249,-64.3158,Breeding,,,
24N02799,298002089,BANS WGLC Plate B,F4,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",7/7/22,Canada,Quebec,D'Aiguillon,48.8249,-64.3158,Breeding,,,
24N02800,298002090,BANS WGLC Plate B,F5,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",7/8/22,Canada,Quebec,D'Aiguillon,48.8249,-64.3158,Breeding,,,
24N02801,298002091,BANS WGLC Plate B,F6,BANS 001 WGLC,"Gregory Mitchell, Ana Diazbohorquez",7/8/22,Canada,Quebec,D'Aiguillon,48.8249,-64.3158,Breeding,,,
24N02802,298002092,BANS WGLC Plate B,F7,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",7/8/22,Canada,Quebec,D'Aiguillon,48.8249,-64.3158,Breeding,,,
24N02803,298002093,BANS WGLC Plate B,F8,BANS 001 WGLC,"Gregory Mitchell, Ana Diazbohorquez",7/9/22,Canada,Quebec,D'Aiguillon,48.8249,-64.3158,Breeding,,,
24N02804,298002094,BANS WGLC Plate B,F9,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",7/10/22,Canada,Quebec,D'Aiguillon,48.8249,-64.3158,Breeding,,,
24N02815,298084810,BANS WGLC Plate B,F10,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/21/23,Canada,Quebec,Odanak,46.067638,-72.818831,Breeding,,,
24N02816,298084811,BANS WGLC Plate B,F11,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/21/23,Canada,Quebec,Odanak,46.067638,-72.818831,Breeding,,,
24N02817,298084812,BANS WGLC Plate B,F12,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/21/23,Canada,Quebec,Odanak,46.067638,-72.818831,Breeding,,,
24N02818,298084815,BANS WGLC Plate B,G1,BANS 001 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/21/23,Canada,Quebec,Odanak,46.067638,-72.818831,Breeding,,,
24N02819,298084822,BANS WGLC Plate B,G2,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/21/23,Canada,Quebec,Odanak,46.067638,-72.818831,Breeding,,,
24N02820,298084825,BANS WGLC Plate B,G3,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/21/23,Canada,Quebec,Odanak,46.067638,-72.818831,Breeding,,,
24N02821,298084826,BANS WGLC Plate B,G4,BANS 001 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/21/23,Canada,Quebec,Odanak,46.067638,-72.818831,Breeding,,,
24N02822,298084827,BANS WGLC Plate B,G5,BANS 001 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/21/23,Canada,Quebec,Odanak,46.067638,-72.818831,Breeding,,,
24N02823,298084828,BANS WGLC Plate B,G6,BANS 001 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/21/23,Canada,Quebec,Odanak,46.067638,-72.818831,Breeding,,,
24N02824,298084829,BANS WGLC Plate B,G7,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/21/23,Canada,Quebec,Odanak,46.067638,-72.818831,Breeding,,,
24N02825,298084830,BANS WGLC Plate B,G8,BANS 002 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/21/23,Canada,Quebec,Odanak,46.067638,-72.818831,Breeding,,,
24N02826,298084831,BANS WGLC Plate B,G9,BANS 001 WGLC,"Gregory Mitchell, Ana Diazbohorquez",6/21/23,Canada,Quebec,Odanak,46.067638,-72.818831,Breeding,,,
25N03037,287173328,BANS WGS 003,A1,BANS 003,Greg Mitchell-Ana Diaz,6/19/24,Canada,Newfoundland,Parson's Pond,50.025854,-57.722693,Breeding,,,
25N03038,287173329,BANS WGS 003,A2,BANS 003,Greg Mitchell-Ana Diaz,6/19/24,Canada,Newfoundland,Parson's Pond,50.025854,-57.722693,Breeding,,,
25N03039,287173330,BANS WGS 003,A3,BANS 003,Greg Mitchell-Ana Diaz,6/19/24,Canada,Newfoundland,Parson's Pond,50.025854,-57.722693,Breeding,,,
25N03040,287173331,BANS WGS 003,A4,BANS 003,Greg Mitchell-Ana Diaz,6/19/24,Canada,Newfoundland,Parson's Pond,50.025854,-57.722693,Breeding,,,
25N03041,287173332,BANS WGS 003,A5,BANS 003,Greg Mitchell-Ana Diaz,6/19/24,Canada,Newfoundland,Parson's Pond,50.025854,-57.722693,Breeding,,,
25N03042,287173333,BANS WGS 003,A6,BANS 003,Greg Mitchell-Ana Diaz,6/19/24,Canada,Newfoundland,Parson's Pond,50.025854,-57.722693,Breeding,,,
25N03043,287173334,BANS WGS 003,A7,BANS 003,Greg Mitchell-Ana Diaz,6/19/24,Canada,Newfoundland,Parson's Pond,50.025854,-57.722693,Breeding,,,
25N03044,287173335,BANS WGS 003,A8,BANS 003,Greg Mitchell-Ana Diaz,6/19/24,Canada,Newfoundland,Parson's Pond,50.025854,-57.722693,Breeding,,,
25N03045,287173336,BANS WGS 003,A9,BANS 003,Greg Mitchell-Ana Diaz,6/19/24,Canada,Newfoundland,Parson's Pond,50.025854,-57.722693,Breeding,,,
25N03046,287173337,BANS WGS 003,A10,BANS 003,Greg Mitchell-Ana Diaz,6/19/24,Canada,Newfoundland,Parson's Pond,50.025854,-57.722693,Breeding,,,
25N03047,287173338,BANS WGS 003,A11,BANS 003,Greg Mitchell-Ana Diaz,6/19/24,Canada,Newfoundland,Parson's Pond,50.025854,-57.722693,Breeding,,,
25N03048,287173339,BANS WGS 003,A12,BANS 003,Greg Mitchell-Ana Diaz,6/19/24,Canada,Newfoundland,Parson's Pond,50.025854,-57.722693,Breeding,,,
25N03067,287173359,BANS WGS 003,B1,BANS 003,Greg Mitchell-Ana Diaz,6/26/24,Canada,Northwest Territories,Behchoko,62.852877,-115.978634,Breeding,,,
25N03068,287173360,BANS WGS 003,B2,BANS 003,Greg Mitchell-Ana Diaz,6/26/24,Canada,Northwest Territories,Behchoko,62.852877,-115.978634,Breeding,,,
25N03069,287173361,BANS WGS 003,B3,BANS 003,Greg Mitchell-Ana Diaz,6/26/24,Canada,Northwest Territories,Behchoko,62.852877,-115.978634,Breeding,,,
25N03070,287173362,BANS WGS 003,B4,BANS 003,Greg Mitchell-Ana Diaz,6/26/24,Canada,Northwest Territories,Behchoko,62.852877,-115.978634,Breeding,,,
25N03071,287173363,BANS WGS 003,B5,BANS 003,Greg Mitchell-Ana Diaz,6/26/24,Canada,Northwest Territories,Behchoko,62.852877,-115.978634,Breeding,,,
25N03072,287173364,BANS WGS 003,B6,BANS 003,Greg Mitchell-Ana Diaz,6/26/24,Canada,Northwest Territories,Behchoko,62.852877,-115.978634,Breeding,,,
25N03073,287173365,BANS WGS 003,B7,BANS 003,Greg Mitchell-Ana Diaz,6/26/24,Canada,Northwest Territories,Behchoko,62.852877,-115.978634,Breeding,,,
25N03074,287173366,BANS WGS 003,B8,BANS 003,Greg Mitchell-Ana Diaz,6/26/24,Canada,Northwest Territories,Behchoko,62.852877,-115.978634,Breeding,,,
25N03075,287173367,BANS WGS 003,B9,BANS 003,Greg Mitchell-Ana Diaz,6/26/24,Canada,Northwest Territories,Behchoko,62.852877,-115.978634,Breeding,,,
25N03076,287173368,BANS WGS 003,B10,BANS 003,Greg Mitchell-Ana Diaz,6/26/24,Canada,Northwest Territories,Behchoko,62.852877,-115.978634,Breeding,,,
25N03077,287173369,BANS WGS 003,B11,BANS 003,Greg Mitchell-Ana Diaz,6/26/24,Canada,Northwest Territories,Behchoko,62.852877,-115.978634,Breeding,,,
25N03078,287173370,BANS WGS 003,B12,BANS 003,Greg Mitchell-Ana Diaz,6/26/24,Canada,Northwest Territories,Behchoko,62.852877,-115.978634,Breeding,,,
25N03097,287173395,BANS WGS 003,C1,BANS 003,Greg Mitchell-Ana Diaz,7/3/24,Canada,Manitoba,Oak Hammock,50.164998,-97.127082,Breeding,,,
25N03098,287173396,BANS WGS 003,C2,BANS 003,Greg Mitchell-Ana Diaz,7/3/24,Canada,Manitoba,Oak Hammock,50.164998,-97.127082,Breeding,,,
25N03099,287173397,BANS WGS 003,C3,BANS 003,Greg Mitchell-Ana Diaz,7/3/24,Canada,Manitoba,Oak Hammock,50.164998,-97.127082,Breeding,,,
25N03100,287173398,BANS WGS 003,C4,BANS 003,Greg Mitchell-Ana Diaz,7/3/24,Canada,Manitoba,Oak Hammock,50.164998,-97.127082,Breeding,,,
25N03101,287173399,BANS WGS 003,C5,BANS 003,Greg Mitchell-Ana Diaz,7/3/24,Canada,Manitoba,Oak Hammock,50.164998,-97.127082,Breeding,,,
25N03102,287173400,BANS WGS 003,C6,BANS 003,Greg Mitchell-Ana Diaz,7/3/24,Canada,Manitoba,Oak Hammock,50.164998,-97.127082,Breeding,,,
25N03103,314147601,BANS WGS 003,C7,BANS 003,Greg Mitchell-Ana Diaz,7/3/24,Canada,Manitoba,Oak Hammock,50.164998,-97.127082,Breeding,,,
25N03104,314147602,BANS WGS 003,C8,BANS 003,Greg Mitchell-Ana Diaz,7/3/24,Canada,Manitoba,Oak Hammock,50.164998,-97.127082,Breeding,,,
25N03105,314147603,BANS WGS 003,C9,BANS 003,Greg Mitchell-Ana Diaz,7/3/24,Canada,Manitoba,Oak Hammock,50.164998,-97.127082,Breeding,,,
25N03106,314147604,BANS WGS 003,C10,BANS 003,Greg Mitchell-Ana Diaz,7/3/24,Canada,Manitoba,Oak Hammock,50.164998,-97.127082,Breeding,,,
25N03107,314147605,BANS WGS 003,C11,BANS 003,Greg Mitchell-Ana Diaz,7/3/24,Canada,Manitoba,Oak Hammock,50.164998,-97.127082,Breeding,,,
25N03108,314147606,BANS WGS 003,C12,BANS 003,Greg Mitchell-Ana Diaz,7/3/24,Canada,Manitoba,Oak Hammock,50.164998,-97.127082,Breeding,,,
25N13574,305021022,BANS WGS 003,D1,BANS 003,Amanda Carpenter,6/5/25,USA,WY,Buffalo,44.4478984,-106.7417194,Breeding,,,
25N13576,305021024,BANS WGS 003,D2,BANS 003,Amanda Carpenter,6/5/25,USA,WY,Buffalo,44.4478984,-106.7417194,Breeding,,,
25N13577,305021025,BANS WGS 003,D3,BANS 003,Amanda Carpenter,6/5/25,USA,WY,Buffalo,44.4478984,-106.7417194,Breeding,,,
25N13578,305021026,BANS WGS 003,D4,BANS 003,Amanda Carpenter,6/5/25,USA,WY,Buffalo,44.4478984,-106.7417194,Breeding,,,
25N13579,305021027,BANS WGS 003,D5,BANS 003,Amanda Carpenter,6/5/25,USA,WY,Buffalo,44.4478984,-106.7417194,Breeding,,,
25N13580,305021029,BANS WGS 003,D6,BANS 003,Amanda Carpenter,6/5/25,USA,WY,Buffalo,44.4478984,-106.7417194,Breeding,,,
25N13581,305021030,BANS WGS 003,D7,BANS 003,Amanda Carpenter,6/5/25,USA,WY,Buffalo,44.4478984,-106.7417194,Breeding,,,
25N13582,305021031,BANS WGS 003,D8,BANS 003,Amanda Carpenter,6/5/25,USA,WY,Buffalo,44.4478984,-106.7417194,Breeding,,,
25N13583,305021032,BANS WGS 003,D9,BANS 003,Amanda Carpenter,6/5/25,USA,WY,Buffalo,44.4478984,-106.7417194,Breeding,,,
25N13584,305021033,BANS WGS 003,D10,BANS 003,Amanda Carpenter,6/5/25,USA,WY,Buffalo,44.4478984,-106.7417194,Breeding,,,
25N13585,305021034,BANS WGS 003,D11,BANS 003,Amanda Carpenter,6/5/25,USA,WY,Buffalo,44.4478984,-106.7417194,Breeding,,,
25N13586,305021035,BANS WGS 003,D12,BANS 003,Amanda Carpenter,6/5/25,USA,WY,Buffalo,44.4478984,-106.7417194,Breeding,,,
25N13631,288052661,BANS WGS 003,E1,BANS 003,Amanda Carpenter,6/25/25,USA,WY,Cheyenne,41.1170592,-104.7318117,Breeding,,,
25N13632,288052662,BANS WGS 003,E2,BANS 003,Amanda Carpenter,6/25/25,USA,WY,Cheyenne,41.1170592,-104.7318117,Breeding,,,
25N13633,288052663,BANS WGS 003,E3,BANS 003,Amanda Carpenter,6/25/25,USA,WY,Cheyenne,41.1170592,-104.7318117,Breeding,,,
25N13634,288052664,BANS WGS 003,E4,BANS 003,Amanda Carpenter,6/25/25,USA,WY,Cheyenne,41.1170592,-104.7318117,Breeding,,,
25N13635,288052665,BANS WGS 003,E5,BANS 003,Amanda Carpenter,6/25/25,USA,WY,Cheyenne,41.1170592,-104.7318117,Breeding,,,
25N17421,247033276,BANS WGS 003,E6,BANS 003,Megan Fylling,7/2/25,USA,MT,Missoula,46.724742,-113.643808,Breeding,,,
25N17422,247033277,BANS WGS 003,E7,BANS 003,Megan Fylling,7/2/25,USA,MT,Missoula,46.724742,-113.643808,Breeding,,,
25N17423,247033278,BANS WGS 003,E8,BANS 003,Megan Fylling,7/2/25,USA,MT,Missoula,46.724742,-113.643808,Breeding,,,
25N17424,247033279,BANS WGS 003,E9,BANS 003,Megan Fylling,7/2/25,USA,MT,Missoula,46.724742,-113.643808,Breeding,,,
25N17425,247033280,BANS WGS 003,E10,BANS 003,Megan Fylling,7/2/25,USA,MT,Missoula,46.724742,-113.643808,Breeding,,,
25N17426,247033281,BANS WGS 003,E11,BANS 003,Megan Fylling,7/2/25,USA,MT,Missoula,46.724742,-113.643808,Breeding,,,
25N17427,247033282,BANS WGS 003,E12,BANS 003,Megan Fylling,7/2/25,USA,MT,Missoula,46.724742,-113.643808,Breeding,,,
25N17428,247033283,BANS WGS 003,F1,BANS 003,Megan Fylling,7/2/25,USA,MT,Missoula,46.724742,-113.643808,Breeding,,,
25N17429,247033284,BANS WGS 003,F2,BANS 003,Megan Fylling,7/2/25,USA,MT,Missoula,46.724742,-113.643808,Breeding,,,
25N17430,247033285,BANS WGS 003,F3,BANS 003,Megan Fylling,7/2/25,USA,MT,Missoula,46.724742,-113.643808,Breeding,,,
25N17431,247033286,BANS WGS 003,F4,BANS 003,Megan Fylling,7/2/25,USA,MT,Missoula,46.724742,-113.643808,Breeding,,,
25N17432,247033287,BANS WGS 003,F5,BANS 003,Megan Fylling,7/2/25,USA,MT,Missoula,46.724742,-113.643808,Breeding,,,
25N19612,301084568,BANS WGS 003,F6,BANS 003,Rose Swift,7/1/25,USA,ND,Jamestown,46.8751561,-98.6351419,Breeding,,,
25N19613,301084569,BANS WGS 003,F7,BANS 003,Rose Swift,7/1/25,USA,ND,Jamestown,46.8751561,-98.6351419,Breeding,,,
25N19614,301084570,BANS WGS 003,F8,BANS 003,Rose Swift,7/1/25,USA,ND,Jamestown,46.8751561,-98.6351419,Breeding,,,
25N19615,301084581,BANS WGS 003,F9,BANS 003,Rose Swift,7/3/25,USA,ND,Jamestown,46.8751561,-98.6351419,Breeding,,,
25N19616,301084582,BANS WGS 003,F10,BANS 003,Rose Swift,7/3/25,USA,ND,Jamestown,46.8751561,-98.6351419,Breeding,,,
25N19617,301084583,BANS WGS 003,F11,BANS 003,Rose Swift,7/3/25,USA,ND,Jamestown,46.8751561,-98.6351419,Breeding,,,
24N21269,284023086,BANS WGS 003,F12,BANS 003,Rose Swift,7/3/24,USA,ND,Jamestown,46.87276,-98.6341,Breeding,,,